nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0000783,CONSUNTIVO,ODP18-02618,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000782,CONSUNTIVO,ODP18-03136,Montaggio,A40,RIS13,0.50,2.00
ART0000782,CONSUNTIVO,ODP18-03136,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS9,1.50,0.00
ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,0.50,0.00
ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.00,2.00
ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.00,2.00
ART0005136,CONSUNTIVO,ODP18-00897,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.00,2.00
ART0005136,CONSUNTIVO,ODP18-00897,Tornitura,A20,RIS13,1.00,2.00
ART0005136,CONSUNTIVO,ODP18-00897,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000129,CONSUNTIVO,ODP18-02172,Tornitura,A20,RIS1,4.00,0.00
ART0000825,CONSUNTIVO,ODP18-02691,Montaggio,A40,RIS13,0.33,1.00
ART0000825,CONSUNTIVO,ODP18-02691,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002142,CONSUNTIVO,ODP18-02679,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002141,CONSUNTIVO,ODP18-02679,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000847,CONSUNTIVO,ODP18-02618,Montaggio,A40,RIS13,3.00,10.00
ART0000129,CONSUNTIVO,ODP18-02172,Tornitura,A20,RIS1,2.00,6.00
ART0000129,CONSUNTIVO,ODP18-02172,Fresatura,A30,RIS1,0.00,0.00
ART0001427,CONSUNTIVO,ODP18-03468,Tornitura,A20,RIS2,0.25,0.00
ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,8.83,0.00
ART0001898,CONSUNTIVO,ODP18-03608,Tornitura,A20,RIS1,3.00,0.00
ART0001427,CONSUNTIVO,ODP18-03468,Tornitura,A20,RIS2,0.75,16.00
ART0002109,CONSUNTIVO,ODP18-03531,Tornitura,A20,RIS2,1.50,8.00
ART0001427,CONSUNTIVO,ODP18-03468,Controllo qualità,CQ,RIS16,0.00,16.00
ART0002109,CONSUNTIVO,ODP18-03531,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001898,CONSUNTIVO,ODP18-03608,Tornitura,A20,RIS1,4.00,10.00
ART0001898,CONSUNTIVO,ODP18-03608,Fresatura,A30,RIS1,0.00,10.00
ART0001610,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,1.00,4.00
ART0002793,CONSUNTIVO,ODP18-02962,Fresatura,A30,RIS11,7.00,41.00
ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS9,3.50,0.00
ART0001566,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS2,1.00,0.00
ART0001868,CONSUNTIVO,ODP18-03096,Tornitura,A20,RIS1,4.00,0.00
ART0001566,CONSUNTIVO,ODP18-03196,Tornitura,A20,RIS2,0.25,15.00
ART0001590,CONSUNTIVO,ODP18-03146,Tornitura,A20,RIS14,1.00,9.00
ART0002919,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,2.50,2.00
ART0001739,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001868,CONSUNTIVO,ODP18-03096,Tornitura,A20,RIS1,10.00,55.00
ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS11,9.50,0.00
ART0001777,CONSUNTIVO,ODP18-02983,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000690,CONSUNTIVO,ODP18-03627,Tornitura,A20,RIS14,1.50,3.00
ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS9,2.50,0.00
ART0001252,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,1.25,0.00
ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS1,4.00,0.00
ART0001252,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,1.25,1.00
ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,0.50,0.00
ART0001829,CONSUNTIVO,ODP18-03138,Fresatura,A30,RIS5,0.67,0.00
ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS11,4.50,0.00
ART0000690,CONSUNTIVO,ODP18-03627,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000849,CONSUNTIVO,ODP18-02983,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000849,CONSUNTIVO,ODP18-02983,Montaggio,A40,RIS13,0.50,2.00
ART0001264,CONSUNTIVO,ODP18-03239,Tornitura,A20,RIS2,0.08,1.00
ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS9,1.00,0.00
ART0000812,CONSUNTIVO,ODP18-04368,Montaggio,A40,RIS13,0.33,1.00
ART0000812,CONSUNTIVO,ODP18-04368,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000782,CONSUNTIVO,ODP18-04369,Montaggio,A40,RIS13,0.25,1.00
ART0000782,CONSUNTIVO,ODP18-04369,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002938,CONSUNTIVO,ODP18-04008,Tornitura,A20,RIS2,1.50,1.00
ART0001829,CONSUNTIVO,ODP18-03138,Fresatura,A30,RIS5,2.50,2.00
ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,1.50,0.00
ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,2.00,11.00
ART0002978,CONSUNTIVO,ODP18-03259,Fresatura,A30,RIS5,1.25,1.00
ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,4.50,2.00
ART0001566,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.00,15.00
ART0001610,CONSUNTIVO,ODP18-04052,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002586,CONSUNTIVO,ODP18-03259,Fresatura,A30,RIS5,1.50,3.00
ART0002793,CONSUNTIVO,ODP18-02962,Controllo qualità,CQ,RIS16,0.00,41.00
ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS14,2.50,15.00
ART0002919,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002366,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS9,0.75,0.00
ART0002360,CONSUNTIVO,ODP18-03499,Tornitura,A20,RIS2,1.75,2.00
ART0001252,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004410,CONSUNTIVO,ODP18-03627,Tornitura,A20,RIS14,2.50,3.00
ART0001264,CONSUNTIVO,ODP18-03239,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,CONSUNTIVO,ODP18-04216,Fresatura,A30,RIS9,0.75,2.00
ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,2.00,0.00
ART0004410,CONSUNTIVO,ODP18-03627,Fresatura,A30,RIS11,1.50,4.00
ART0001653,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS14,0.75,6.00
ART0001653,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,0.75,0.00
ART0002141,CONSUNTIVO,ODP18-03350,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001590,CONSUNTIVO,ODP18-03146,Controllo qualità,CQ,RIS16,0.00,9.00
ART0000227,CONSUNTIVO,ODP18-03741,Controllo qualità,CQ,RIS16,0.00,40.00
ART0000226,CONSUNTIVO,ODP18-02445,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000129,CONSUNTIVO,ODP18-02172,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001939,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,2.33,0.00
ART0001868,CONSUNTIVO,ODP18-03096,Controllo qualità,CQ,RIS16,0.00,55.00
ART0002366,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS5,2.00,8.00
ART0002586,CONSUNTIVO,ODP18-03259,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,4.50,15.00
ART0001951,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS1,6.00,2.00
ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,0.08,15.00
ART0001951,CONSUNTIVO,ODP18-03665,Saldatura,A11,RIS13,0.50,2.00
ART0001951,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS1,0.50,2.00
ART0001733,CONSUNTIVO,ODP18-03139,Saldatura,A11,RIS13,3.00,15.00
ART0002978,CONSUNTIVO,ODP18-03259,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004946,CONSUNTIVO,ODP18-02062,Fresatura,A30,RIS9,2.25,0.00
ART0000790,CONSUNTIVO,ODP18-03138,Montaggio,A40,RIS13,0.33,1.00
ART0000790,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004946,CONSUNTIVO,ODP18-02062,Fresatura,A30,RIS9,3.50,14.00
ART0001829,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004675,CONSUNTIVO,ODP18-02518,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001779,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.00,11.00
ART0004410,CONSUNTIVO,ODP18-03627,Controllo qualità,CQ,RIS16,0.00,4.00
ART0005136,CONSUNTIVO,ODP18-04216,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP18-04823,Tornitura,A20,RIS13,0.75,2.00
ART0005136,CONSUNTIVO,ODP18-04823,Brocciatura / stozzatrice,A33,RIS13,0.25,2.00
ART0005136,CONSUNTIVO,ODP18-04823,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002360,CONSUNTIVO,ODP18-03499,Tornitura,A20,RIS2,2.25,0.00
ART0001587,CONSUNTIVO,ODP18-04782,Tornitura,A20,RIS13,0.50,6.00
ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,2.00,0.00
ART0001891,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001898,CONSUNTIVO,ODP18-03608,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,1.25,0.00
ART0000850,CONSUNTIVO,ODP18-03196,Montaggio,A40,RIS13,0.67,5.00
ART0000850,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000783,CONSUNTIVO,ODP18-03608,Montaggio,A40,RIS13,0.33,2.00
ART0000783,CONSUNTIVO,ODP18-03608,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000748,CONSUNTIVO,ODP18-03096,Montaggio,A40,RIS13,4.50,40.00
ART0000748,CONSUNTIVO,ODP18-03096,Controllo qualità,CQ,RIS16,0.00,40.00
ART0002224,CONSUNTIVO,ODP18-03824,Tornitura,A20,RIS14,2.50,4.00
ART0002598,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS14,2.50,3.00
ART0002070,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,1.50,2.00
ART0001926,CONSUNTIVO,ODP18-03858,Tornitura,A20,RIS2,6.50,3.00
ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,0.25,0.00
ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,3.00,0.00
ART0002224,CONSUNTIVO,ODP18-03824,Fresatura,A30,RIS9,2.00,4.00
ART0002598,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,0.50,0.00
ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,2.00,0.00
ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,4.00,0.00
ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,3.00,0.00
ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,1.50,4.00
ART0001252,CONSUNTIVO,ODP18-03672,Tornitura,A20,RIS14,3.00,3.00
ART0001252,CONSUNTIVO,ODP18-03672,Tornitura,A20,RIS14,0.50,0.00
ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,2.50,35.00
ART0001908,CONSUNTIVO,ODP18-04054,Fresatura,A30,RIS1,0.00,0.00
ART0002598,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,2.00,3.00
ART0003132,CONSUNTIVO,ODP18-04212,Fresatura,A30,RIS9,2.00,10.00
ART0005136,CONSUNTIVO,ODP18-04909,Tornitura,A20,RIS2,3.50,14.00
ART0005136,CONSUNTIVO,ODP18-04909,Tornitura,A20,RIS2,0.75,0.00
ART0001252,CONSUNTIVO,ODP18-03672,Fresatura,A30,RIS9,1.50,3.00
ART0002015,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,1.25,2.00
ART0002360,CONSUNTIVO,ODP18-03499,Fresatura,A30,RIS5,2.33,0.00
ART0002360,CONSUNTIVO,ODP18-03499,Fresatura,A30,RIS5,1.25,2.00
ART0003132,CONSUNTIVO,ODP18-04212,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002938,CONSUNTIVO,ODP18-04008,Fresatura,A30,RIS9,0.50,1.00
ART0002451,CONSUNTIVO,ODP18-04052,Fresatura,A30,RIS5,2.50,4.00
ART0001926,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS1,7.00,0.00
ART0001733,CONSUNTIVO,ODP18-03139,Controllo qualità,CQ,RIS16,0.00,15.00
ART0002366,CONSUNTIVO,ODP18-03139,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001263,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS13,0.25,4.00
ART0001263,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001261,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS13,0.67,4.00
ART0001261,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.00,4.00
ART0004946,CONSUNTIVO,ODP18-02062,Controllo qualità,CQ,RIS16,0.00,14.00
ART0002949,CONSUNTIVO,ODP18-04008,Tornitura,A20,RIS2,2.00,1.00
ART0001587,CONSUNTIVO,ODP18-04782,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001926,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS1,4.00,3.00
ART0005030,CONSUNTIVO,ODP18-02771,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000128,CONSUNTIVO,ODP18-03529,Controllo qualità,CQ,RIS16,0.00,10.00
ART0001908,CONSUNTIVO,ODP18-04054,Controllo qualità,CQ,RIS16,0.00,35.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,2.50,0.00
ART0002706,CONSUNTIVO,ODP18-04316,Tornitura,A20,RIS14,2.50,2.00
ART0002707,CONSUNTIVO,ODP18-04316,Tornitura,A20,RIS14,3.00,2.00
ART0000324,CONSUNTIVO,ODP18-03841,Controllo qualità,CQ,RIS16,0.00,8.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,4.00,0.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,2.00,0.00
ART0000851,CONSUNTIVO,ODP18-04054,Montaggio,A40,RIS13,1.00,15.00
ART0000851,CONSUNTIVO,ODP18-04054,Controllo qualità,CQ,RIS16,0.00,15.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,1.50,0.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,4.50,0.00
ART0002706,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,2.00,2.00
ART0002706,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,1.00,0.00
ART0002707,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,2.50,2.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,3.50,62.00
ART0000325,CONSUNTIVO,ODP18-03841,Fresatura,A30,RIS9,1.50,0.00
ART0003105,CONSUNTIVO,ODP18-04219,Fresatura,A30,RIS9,1.00,2.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.00
ART0004152,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS11,4.00,0.00
ART0003105,CONSUNTIVO,ODP18-04219,Fresatura,A30,RIS9,1.00,0.00
ART0000325,CONSUNTIVO,ODP18-03841,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.75,3.00
ART0001895,CONSUNTIVO,ODP18-05027,Tornitura,A20,RIS1,4.00,7.00
ART0001895,CONSUNTIVO,ODP18-05027,Fresatura,A30,RIS1,0.00,7.00
ART0001252,CONSUNTIVO,ODP18-03672,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002451,CONSUNTIVO,ODP18-04052,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.50,0.00
ART0002224,CONSUNTIVO,ODP18-03824,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002360,CONSUNTIVO,ODP18-03499,Brocciatura / stozzatrice,A33,RIS13,1.00,2.00
ART0002360,CONSUNTIVO,ODP18-03499,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002938,CONSUNTIVO,ODP18-04008,Controllo qualità,CQ,RIS16,0.00,1.00
ART0003275,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,3.28,8.00
ART0004152,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS11,2.50,65.00
ART0002015,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS11,2.50,2.00
ART0001628,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS13,0.67,6.00
ART0001628,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002949,CONSUNTIVO,ODP18-04008,Fresatura,A30,RIS5,5.00,1.00
ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.25,1.00
ART0001164,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS11,2.50,0.00
ART0001164,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS9,0.50,3.00
ART0004737,CONSUNTIVO,ODP18-02590,Controllo qualità,CQ,RIS16,0.00,10.00
ART0005136,CONSUNTIVO,ODP18-05076,Preparazione materiale,A10,RIS12,0.25,1.00
ART0005136,CONSUNTIVO,ODP18-05076,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,0.50,0.00
ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,3.00,2.00
ART0001817,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS9,0.25,0.00
ART0001884,CONSUNTIVO,ODP18-05096,Tornitura,A20,RIS1,4.00,0.00
ART0001884,CONSUNTIVO,ODP18-05096,Tornitura,A20,RIS1,1.50,6.00
ART0001884,CONSUNTIVO,ODP18-05096,Fresatura,A30,RIS1,0.00,6.00
ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.50,0.00
ART0002886,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS14,1.50,3.00
ART0001817,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS9,3.50,4.00
ART0001841,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS9,2.00,2.00
ART0001520,CONSUNTIVO,ODP18-03943,Tornitura,A20,RIS14,1.50,7.00
ART0001520,CONSUNTIVO,ODP18-03943,Controllo qualità,CQ,RIS16,0.00,7.00
ART0002886,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,2.25,3.00
ART0004385,CONSUNTIVO,ODP18-04521,Tornitura,A20,RIS2,0.50,51.00
ART0004385,CONSUNTIVO,ODP18-04521,Tornitura,A20,RIS11,2.17,51.00
ART0002886,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004385,CONSUNTIVO,ODP18-04521,Controllo qualità,CQ,RIS16,0.00,51.00
ART0001214,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS2,1.50,1.00
ART0001149,CONSUNTIVO,ODP18-04317,Tornitura,A20,RIS14,3.00,13.00
ART0004889,CONSUNTIVO,ODP18-04217,Tornitura,A20,RIS14,5.00,0.00
ART0004889,CONSUNTIVO,ODP18-04217,Tornitura,A20,RIS14,3.00,65.00
ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.50,0.00
ART0001214,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS2,1.50,0.00
ART0003105,CONSUNTIVO,ODP18-04219,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000779,CONSUNTIVO,ODP18-05098,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000752,CONSUNTIVO,ODP18-05097,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.50,0.00
ART0002707,CONSUNTIVO,ODP18-04316,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002706,CONSUNTIVO,ODP18-04316,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001670,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,0.50,4.00
ART0001670,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001669,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,0.67,4.00
ART0001669,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,4.00
ART0003275,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,8.00
ART0002238,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.50,4.00
ART0002132,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.25,3.00
ART0002144,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.25,3.00
ART0001951,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001841,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,2.00,0.00
ART0001841,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,2.50,2.00
ART0001731,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,0.75,8.00
ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,2.00,0.00
ART0002836,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,4.50,0.00
ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS9,4.00,0.00
ART0002144,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,1.00,3.00
ART0002836,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.50,21.00
ART0002132,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,1.00,3.00
ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS9,1.50,0.00
ART0002274,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS14,3.00,2.00
ART0002238,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,2.00,4.00
ART0001214,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,0.75,1.00
ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS11,8.00,30.00
ART0003197,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,0.50,4.00
ART0002274,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,1.00,0.00
ART0002274,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,0.25,2.00
ART0005028,CONSUNTIVO,ODP18-04817,Tornitura,A20,RIS14,3.00,3.00
ART0005028,CONSUNTIVO,ODP18-04817,Tornitura,A20,RIS14,2.00,0.00
ART0002012,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS14,3.00,3.00
ART0005028,CONSUNTIVO,ODP18-04817,Fresatura,A30,RIS5,5.50,3.00
ART0001615,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS13,1.50,8.00
ART0001615,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.00,8.00
ART0002274,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003197,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002836,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.00,21.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.00
ART0002012,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,1.25,3.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,3.50,0.00
ART0002012,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,0.33,62.00
ART0004889,CONSUNTIVO,ODP18-04217,Controllo qualità,CQ,RIS16,0.00,62.00
ART0001149,CONSUNTIVO,ODP18-04317,Controllo qualità,CQ,RIS16,0.00,13.00
ART0000116,CONSUNTIVO,ODP18-03472,Fresatura,A30,RIS5,4.50,3.00
ART0005028,CONSUNTIVO,ODP18-04817,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004689,CONSUNTIVO,ODP18-02563,Fresatura,A30,RIS9,2.75,12.00
ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,4.50,1.00
ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.25,0.00
ART0003609,CONSUNTIVO,ODP18-03283,Tornitura,A20,RIS14,3.00,8.00
ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS13,4.00,0.00
ART0001266,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.00,1.00
ART0002070,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004152,CONSUNTIVO,ODP17-09586,Controllo qualità,CQ,RIS16,0.00,28.00
ART0003609,CONSUNTIVO,ODP18-03283,Controllo qualità,CQ,RIS16,0.00,8.00
ART0002133,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS2,1.75,2.00
ART0002132,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002144,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000748,CONSUNTIVO,ODP18-05151,Montaggio,A40,RIS13,3.00,20.00
ART0000748,CONSUNTIVO,ODP18-05151,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002238,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001214,CONSUNTIVO,ODP18-04218,Saldatura,A11,RIS13,1.00,1.00
ART0001214,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001164,CONSUNTIVO,ODP18-04233,Controllo qualità,CQ,RIS16,0.00,3.00
