Nr. movimento,budget/cons,Tipo movimento,Nr articolo,Tipo origine,Nr. origine,Quantità,Importo vendita in valuta locale (TOTALE VENDITA)
40999,Consuntivo,Vendita,ART0000748,Cliente,C00140,40.00,3480.00
41075,Consuntivo,Vendita,ART0001095,Cliente,C00471,1.00,70.00
41149,Consuntivo,Vendita,ART0000116,Cliente,C00026,1.00,234.00
41165,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,400.00
41197,Consuntivo,Vendita,ART0003132,Cliente,C00140,2.00,38.00
41236,Consuntivo,Vendita,ART0004946,Cliente,C00456,14.00,728.00
41256,Consuntivo,Vendita,ART0001733,Cliente,C00140,5.00,350.00
41257,Consuntivo,Vendita,ART0002366,Cliente,C00140,4.00,294.40
41261,Consuntivo,Vendita,ART0001261,Cliente,C00140,1.00,12.00
41262,Consuntivo,Vendita,ART0001263,Cliente,C00140,1.00,13.00
41265,Consuntivo,Vendita,ART0002366,Cliente,C00140,4.00,294.40
41418,Consuntivo,Vendita,ART0005030,Cliente,C00026,1.00,760.00
41419,Consuntivo,Vendita,ART0000128,Cliente,C00026,5.00,140.00
41420,Consuntivo,Vendita,ART0000324,Cliente,C00026,3.00,84.00
41476,Consuntivo,Vendita,ART0000851,Cliente,C00140,15.00,2691.00
41477,Consuntivo,Vendita,ART0002224,Cliente,C00140,4.00,312.00
41478,Consuntivo,Vendita,ART0002598,Cliente,C00140,1.00,90.00
41482,Consuntivo,Vendita,ART0001252,Cliente,C00140,1.00,235.00
41506,Consuntivo,Vendita,ART0002451,Cliente,C00140,1.00,271.40
41524,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
41525,Consuntivo,Vendita,ART0002938,Cliente,C00140,1.00,195.00
41534,Consuntivo,Vendita,ART0004099,Cliente,C00297,1.00,0.00
41535,Consuntivo,Vendita,ART0004099,Cliente,C00297,1.00,0.00
41536,Consuntivo,Vendita,ART0004099,Cliente,C00297,1.00,905.00
41542,Consuntivo,Vendita,ART0000325,Cliente,C00026,3.00,180.00
41559,Consuntivo,Vendita,ART0005136,Cliente,C00017,2.00,50.00
41582,Consuntivo,Vendita,ART0005136,Cliente,C00001,1.00,175.00
41768,Consuntivo,Vendita,ART0005136,Cliente,C00004,18.00,99.00
41769,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,22.00
41771,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,25.00
41772,Consuntivo,Vendita,ART0004385,Cliente,C00004,20.00,180.00
41793,Consuntivo,Vendita,ART0004737,Cliente,C00473,10.00,180.00
41821,Consuntivo,Vendita,ART0000812,Cliente,C00140,1.00,760.00
41822,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
41824,Consuntivo,Vendita,ART0000805,Cliente,C00140,1.00,490.00
41827,Consuntivo,Vendita,ART0001520,Cliente,C00140,7.00,175.00
41829,Consuntivo,Vendita,ART0002886,Cliente,C00140,1.00,135.00
41841,Consuntivo,Vendita,ART0002152,Cliente,C00140,4.00,92.00
41848,Consuntivo,Vendita,ART0001261,Cliente,C00140,2.00,24.00
41849,Consuntivo,Vendita,ART0001263,Cliente,C00140,2.00,26.00
41851,Consuntivo,Vendita,ART0001587,Cliente,C00140,6.00,63.48
41852,Consuntivo,Vendita,ART0002210,Cliente,C00140,2.00,49.68
41855,Consuntivo,Vendita,ART0001628,Cliente,C00140,6.00,78.00
41880,Consuntivo,Vendita,ART0000752,Cliente,C00140,2.00,912.00
41881,Consuntivo,Vendita,ART0000779,Cliente,C00140,2.00,984.00
41883,Consuntivo,Vendita,ART0003105,Cliente,C00140,1.00,56.00
41888,Consuntivo,Vendita,ART0002706,Cliente,C00140,2.00,640.00
41889,Consuntivo,Vendita,ART0002707,Cliente,C00140,2.00,460.00
41899,Consuntivo,Vendita,ART0005136,Cliente,C00094,2.00,40.00
42008,Consuntivo,Vendita,ART0004889,Cliente,C00471,6.00,900.00
42009,Consuntivo,Vendita,ART0004889,Cliente,C00471,4.00,600.00
42010,Consuntivo,Vendita,ART0004889,Cliente,C00471,4.00,600.00
42011,Consuntivo,Vendita,ART0004889,Cliente,C00471,4.00,600.00
42012,Consuntivo,Vendita,ART0004889,Cliente,C00471,12.00,1800.00
42013,Consuntivo,Vendita,ART0004889,Cliente,C00471,6.00,900.00
42014,Consuntivo,Vendita,ART0004889,Cliente,C00471,6.00,900.00
42015,Consuntivo,Vendita,ART0004889,Cliente,C00471,6.00,900.00
42016,Consuntivo,Vendita,ART0004889,Cliente,C00471,3.00,450.00
42017,Consuntivo,Vendita,ART0004889,Cliente,C00471,2.00,300.00
42018,Consuntivo,Vendita,ART0004889,Cliente,C00471,2.00,300.00
42019,Consuntivo,Vendita,ART0004889,Cliente,C00471,2.00,300.00
42220,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,85.00
42221,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,1740.00
42222,Consuntivo,Vendita,ART0001149,Cliente,C00140,5.00,96.60
42227,Consuntivo,Vendita,ART0001164,Cliente,C00140,3.00,414.00
42242,Consuntivo,Vendita,ART0002949,Cliente,C00140,1.00,270.00
42244,Consuntivo,Vendita,ART0002012,Cliente,C00140,1.00,84.00
42245,Consuntivo,Vendita,ART0002274,Cliente,C00140,1.00,190.00
42247,Consuntivo,Vendita,ART0003197,Cliente,C00140,1.00,26.00
42249,Consuntivo,Vendita,ART0001214,Cliente,C00140,1.00,190.00
42250,Consuntivo,Vendita,ART0002132,Cliente,C00140,1.00,68.00
42251,Consuntivo,Vendita,ART0002144,Cliente,C00140,1.00,68.00
42252,Consuntivo,Vendita,ART0002238,Cliente,C00140,2.00,70.00
42322,Consuntivo,Vendita,ART0005136,Cliente,C00015,20.00,96.00
42333,Consuntivo,Vendita,ART0000845,Cliente,C00140,1.00,1150.00
42335,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
42336,Consuntivo,Vendita,ART0002836,Cliente,C00140,2.00,124.00
42340,Consuntivo,Vendita,ART0000853,Cliente,C00140,5.00,1790.00
42409,Consuntivo,Vendita,ART0000849,Cliente,C00140,2.00,735.00
42427,Consuntivo,Vendita,ART0000116,Cliente,C00026,1.00,234.00
42428,Consuntivo,Vendita,ART0005028,Cliente,C00026,1.00,350.00
42429,Consuntivo,Vendita,ART0003824,Cliente,C00026,11.00,121.00
42430,Consuntivo,Vendita,ART0000129,Cliente,C00026,3.00,435.00
42431,Consuntivo,Vendita,ART0000312,Cliente,C00026,20.00,320.00
42467,Consuntivo,Vendita,ART0003609,Cliente,C00094,8.00,736.00
42468,Consuntivo,Vendita,ART0003642,Cliente,C00094,8.00,184.00
42580,Consuntivo,Vendita,ART0005136,Cliente,C00127,3.00,0.00
42581,Consuntivo,Vendita,ART0005136,Cliente,C00127,3.00,0.00
42582,Consuntivo,Vendita,ART0005136,Cliente,C00117,3.00,37.52
42663,Consuntivo,Vendita,ART0005136,Cliente,C00455,1.00,45.00
42714,Consuntivo,Vendita,ART0005029,Cliente,C00026,1.00,590.00
42774,Consuntivo,Vendita,ART0000644,Cliente,C00004,10.00,450.00
42775,Consuntivo,Vendita,ART0005136,Cliente,C00004,10.00,160.00
42777,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,80.00
42778,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,80.00
42785,Consuntivo,Vendita,ART0001731,Cliente,C00140,4.00,380.00
42787,Consuntivo,Vendita,ART0002424,Cliente,C00140,6.00,84.00
42788,Consuntivo,Vendita,ART0001185,Cliente,C00140,1.00,45.00
42789,Consuntivo,Vendita,ART0002109,Cliente,C00140,1.00,4.00
42791,Consuntivo,Vendita,ART0002866,Cliente,C00140,1.00,77.00
42792,Consuntivo,Vendita,ART0001185,Cliente,C00140,1.00,45.00
42793,Consuntivo,Vendita,ART0002109,Cliente,C00140,1.00,4.00
42795,Consuntivo,Vendita,ART0002866,Cliente,C00140,1.00,77.00
42923,Consuntivo,Vendita,ART0001185,Cliente,C00140,1.00,45.00
42924,Consuntivo,Vendita,ART0002109,Cliente,C00140,1.00,4.00
43103,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,85.00
43147,Consuntivo,Vendita,ART0005136,Cliente,C00004,5.00,200.00
43182,Consuntivo,Vendita,ART0000847,Cliente,C00140,4.00,1080.00
43183,Consuntivo,Vendita,ART0000853,Cliente,C00140,3.00,1074.00
43184,Consuntivo,Vendita,ART0000778,Cliente,C00140,1.00,317.40
43186,Consuntivo,Vendita,ART0001294,Cliente,C00140,1.00,12.00
43190,Consuntivo,Vendita,ART0003202,Cliente,C00140,2.00,90.00
43191,Consuntivo,Vendita,ART0002513,Cliente,C00140,4.00,144.00
43192,Consuntivo,Vendita,ART0002107,Cliente,C00140,3.00,0.00
43193,Consuntivo,Vendita,ART0002107,Cliente,C00140,3.00,0.00
43194,Consuntivo,Vendita,ART0002107,Cliente,C00140,3.00,30.00
43196,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
43200,Consuntivo,Vendita,ART0001615,Cliente,C00140,8.00,120.00
43201,Consuntivo,Vendita,ART0002133,Cliente,C00140,2.00,360.00
43205,Consuntivo,Vendita,ART0002366,Cliente,C00140,4.00,294.40
43206,Consuntivo,Vendita,ART0002793,Cliente,C00140,20.00,760.00
43207,Consuntivo,Vendita,ART0003189,Cliente,C00140,5.00,100.00
43209,Consuntivo,Vendita,ART0001500,Cliente,C00140,1.00,48.00
43210,Consuntivo,Vendita,ART0002273,Cliente,C00140,1.00,130.00
43213,Consuntivo,Vendita,ART0002018,Cliente,C00140,1.00,180.00
43214,Consuntivo,Vendita,ART0002284,Cliente,C00140,1.00,275.00
43215,Consuntivo,Vendita,ART0002836,Cliente,C00140,19.00,1178.00
43217,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
43219,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
43220,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
43222,Consuntivo,Vendita,ART0001265,Cliente,C00140,1.00,1350.00
43223,Consuntivo,Vendita,ART0001266,Cliente,C00140,1.00,650.00
43224,Consuntivo,Vendita,ART0001515,Cliente,C00140,1.00,287.00
43225,Consuntivo,Vendita,ART0001669,Cliente,C00140,4.00,128.00
43226,Consuntivo,Vendita,ART0001670,Cliente,C00140,4.00,108.00
43227,Consuntivo,Vendita,ART0002017,Cliente,C00140,1.00,396.00
43228,Consuntivo,Vendita,ART0002019,Cliente,C00140,1.00,120.00
43232,Consuntivo,Vendita,ART0002718,Cliente,C00140,1.00,490.00
43233,Consuntivo,Vendita,ART0002719,Cliente,C00140,1.00,490.00
43235,Consuntivo,Vendita,ART0003275,Cliente,C00140,8.00,72.00
43236,Consuntivo,Vendita,ART0001162,Cliente,C00140,1.00,390.00
43239,Consuntivo,Vendita,ART0001993,Cliente,C00140,1.00,82.80
43240,Consuntivo,Vendita,ART0001994,Cliente,C00140,9.00,342.00
43241,Consuntivo,Vendita,ART0002488,Cliente,C00140,1.00,155.00
43245,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,400.00
43247,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,50.00
43261,Consuntivo,Vendita,ART0002996,Cliente,C00140,1.00,265.00
43262,Consuntivo,Vendita,ART0002041,Cliente,C00140,2.00,100.00
43263,Consuntivo,Vendita,ART0002859,Cliente,C00140,2.00,366.00
43264,Consuntivo,Vendita,ART0002860,Cliente,C00140,2.00,366.00
43346,Consuntivo,Vendita,ART0000697,Cliente,C00004,3.00,210.00
43347,Consuntivo,Vendita,ART0000628,Cliente,C00004,10.00,1500.00
43348,Consuntivo,Vendita,ART0000630,Cliente,C00004,21.00,630.00
43366,Consuntivo,Vendita,ART0000758,Cliente,C00140,3.00,880.80
43367,Consuntivo,Vendita,ART0002042,Cliente,C00140,2.00,194.00
43512,Consuntivo,Vendita,ART0004675,Cliente,C00473,4.00,52.00
43515,Consuntivo,Vendita,ART0004689,Cliente,C00473,12.00,120.00
43516,Consuntivo,Vendita,ART0004656,Cliente,C00473,5.00,55.00
43519,Consuntivo,Vendita,ART0004697,Cliente,C00473,2.00,230.00
43559,Consuntivo,Vendita,ART0000116,Cliente,C00026,3.00,702.00
43560,Consuntivo,Vendita,ART0000131,Cliente,C00026,2.00,66.00
43563,Consuntivo,Vendita,ART0000323,Cliente,C00026,5.00,300.00
43589,Consuntivo,Vendita,ART0005136,Cliente,C00117,50.00,125.00
43592,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,140.00
43601,Consuntivo,Vendita,ART0000795,Cliente,C00140,8.00,1880.00
43603,Consuntivo,Vendita,ART0000752,Cliente,C00140,3.00,1368.00
43609,Consuntivo,Vendita,ART0002617,Cliente,C00140,1.00,98.00
43610,Consuntivo,Vendita,ART0000853,Cliente,C00140,6.00,2148.00
43617,Consuntivo,Vendita,ART0002370,Cliente,C00140,1.00,69.92
43657,Consuntivo,Vendita,ART0001047,Cliente,C00471,2.00,134.00
43658,Consuntivo,Vendita,ART0001047,Cliente,C00471,1.00,67.00
43659,Consuntivo,Vendita,ART0001047,Cliente,C00471,2.00,134.00
43660,Consuntivo,Vendita,ART0001047,Cliente,C00471,1.00,67.00
43661,Consuntivo,Vendita,ART0001047,Cliente,C00471,1.00,67.00
43696,Consuntivo,Vendita,ART0000748,Cliente,C00140,30.00,2610.00
43698,Consuntivo,Vendita,ART0002866,Cliente,C00140,5.00,385.00
43699,Consuntivo,Vendita,ART0002996,Cliente,C00140,1.00,265.00
43700,Consuntivo,Vendita,ART0001575,Cliente,C00140,20.00,80.00
43702,Consuntivo,Vendita,ART0002148,Cliente,C00140,3.00,118.68
43703,Consuntivo,Vendita,ART0002739,Cliente,C00140,5.00,175.00
43704,Consuntivo,Vendita,ART0000804,Cliente,C00140,2.00,960.00
43705,Consuntivo,Vendita,ART0001520,Cliente,C00140,10.00,250.00
43708,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,250.00
43719,Consuntivo,Vendita,ART0000779,Cliente,C00140,2.00,984.00
43721,Consuntivo,Vendita,ART0000811,Cliente,C00140,2.00,1580.00
43722,Consuntivo,Vendita,ART0000811,Cliente,C00140,4.00,3160.00
43834,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,200.00
43839,Consuntivo,Vendita,ART0000690,Cliente,C00004,7.00,525.00
43840,Consuntivo,Vendita,ART0000644,Cliente,C00004,10.00,450.00
43856,Consuntivo,Vendita,ART0001185,Cliente,C00140,4.00,180.00
43872,Consuntivo,Vendita,ART0003269,Cliente,C00140,8.00,331.20
43904,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,450.00
43928,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,64.00
43929,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,64.00
43957,Consuntivo,Vendita,ART0002109,Cliente,C00140,4.00,16.00
43958,Consuntivo,Vendita,ART0002836,Cliente,C00140,3.00,186.00
44102,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,650.00
44126,Consuntivo,Vendita,ART0000851,Cliente,C00140,15.00,2691.00
44138,Consuntivo,Vendita,ART0001046,Cliente,C00471,2.00,130.00
44139,Consuntivo,Vendita,ART0001046,Cliente,C00471,1.00,65.00
44140,Consuntivo,Vendita,ART0001046,Cliente,C00471,2.00,130.00
44141,Consuntivo,Vendita,ART0001046,Cliente,C00471,1.00,65.00
44142,Consuntivo,Vendita,ART0001046,Cliente,C00471,1.00,65.00
44310,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
44313,Consuntivo,Vendita,ART0001433,Cliente,C00140,4.00,20.00
44315,Consuntivo,Vendita,ART0002123,Cliente,C00140,1.00,10.00
44320,Consuntivo,Vendita,ART0001149,Cliente,C00140,5.00,96.60
44321,Consuntivo,Vendita,ART0002476,Cliente,C00140,5.00,64.40
44322,Consuntivo,Vendita,ART0002102,Cliente,C00140,4.00,116.00
44327,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,2000.00
44328,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,2000.00
44359,Consuntivo,Vendita,ART0002552,Cliente,C00140,2.00,64.40
44362,Consuntivo,Vendita,ART0001590,Cliente,C00140,3.00,14.10
44363,Consuntivo,Vendita,ART0001590,Cliente,C00140,9.00,42.30
44364,Consuntivo,Vendita,ART0002530,Cliente,C00140,3.00,132.00
44365,Consuntivo,Vendita,ART0002530,Cliente,C00140,1.00,44.00
44366,Consuntivo,Vendita,ART0001264,Cliente,C00140,1.00,12.00
44374,Consuntivo,Vendita,ART0002740,Cliente,C00140,20.00,500.00
44383,Consuntivo,Vendita,ART0001590,Cliente,C00140,6.00,28.20
44384,Consuntivo,Vendita,ART0002530,Cliente,C00140,2.00,88.00
44401,Consuntivo,Vendita,ART0004410,Cliente,C00004,1.00,61.00
44402,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44403,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44404,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44405,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44406,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44407,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,20.00
44411,Consuntivo,Vendita,ART0000847,Cliente,C00140,2.00,540.00
44412,Consuntivo,Vendita,ART0000756,Cliente,C00140,5.00,1450.00
44413,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
44414,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
44415,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
44416,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
44558,Consuntivo,Vendita,ART0004386,Cliente,C00004,18.00,126.00
44560,Consuntivo,Vendita,ART0000697,Cliente,C00004,1.00,70.00
44619,Consuntivo,Vendita,ART0003277,Cliente,C00140,7.00,294.00
44620,Consuntivo,Vendita,ART0000749,Cliente,C00140,1.00,590.00
44621,Consuntivo,Vendita,ART0002079,Cliente,C00140,12.00,110.40
44622,Consuntivo,Vendita,ART0000790,Cliente,C00140,1.00,630.00
44623,Consuntivo,Vendita,ART0000853,Cliente,C00140,3.00,1074.00
44624,Consuntivo,Vendita,ART0003277,Cliente,C00140,2.00,84.00
44677,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,300.00
44678,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,300.00
44679,Consuntivo,Vendita,ART0004104,Cliente,C00297,1.00,880.00
44680,Consuntivo,Vendita,ART0004104,Cliente,C00297,2.00,1760.00
44693,Consuntivo,Vendita,ART0003824,Cliente,C00026,10.00,110.00
44699,Consuntivo,Vendita,ART0005011,Cliente,C00026,2.00,380.00
44700,Consuntivo,Vendita,ART0003824,Cliente,C00026,10.00,110.00
44710,Consuntivo,Vendita,ART0000784,Cliente,C00140,5.00,1700.00
44711,Consuntivo,Vendita,ART0000752,Cliente,C00140,6.00,2736.00
44712,Consuntivo,Vendita,ART0000752,Cliente,C00140,1.00,456.00
44713,Consuntivo,Vendita,ART0000752,Cliente,C00140,1.00,456.00
44816,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,630.00
44836,Consuntivo,Vendita,ART0001272,Cliente,C00140,2.00,250.00
44838,Consuntivo,Vendita,ART0001272,Cliente,C00140,7.00,875.00
44931,Consuntivo,Vendita,ART0000847,Cliente,C00140,1.00,270.00
44932,Consuntivo,Vendita,ART0000769,Cliente,C00140,1.00,395.00
44936,Consuntivo,Vendita,ART0000690,Cliente,C00004,2.00,150.00
44937,Consuntivo,Vendita,ART0002132,Cliente,C00140,1.00,68.00
44938,Consuntivo,Vendita,ART0002144,Cliente,C00140,1.00,68.00
44939,Consuntivo,Vendita,ART0002238,Cliente,C00140,2.00,70.00
44987,Consuntivo,Vendita,ART0000877,Cliente,C00001,3.00,714.00
44988,Consuntivo,Vendita,ART0000878,Cliente,C00001,3.00,684.00
44989,Consuntivo,Vendita,ART0000879,Cliente,C00001,3.00,234.00
44990,Consuntivo,Vendita,ART0000880,Cliente,C00001,12.00,48.00
44991,Consuntivo,Vendita,ART0000881,Cliente,C00001,3.00,294.00
44992,Consuntivo,Vendita,ART0000882,Cliente,C00001,12.00,204.00
44993,Consuntivo,Vendita,ART0000883,Cliente,C00001,3.00,141.00
44995,Consuntivo,Vendita,ART0000885,Cliente,C00001,3.00,192.00
44997,Consuntivo,Vendita,ART0000887,Cliente,C00001,2.00,36.00
44998,Consuntivo,Vendita,ART0000888,Cliente,C00001,2.00,64.00
44999,Consuntivo,Vendita,ART0000889,Cliente,C00001,4.00,368.00
45000,Consuntivo,Vendita,ART0000890,Cliente,C00001,4.00,64.00
45001,Consuntivo,Vendita,ART0000891,Cliente,C00001,8.00,536.00
45003,Consuntivo,Vendita,ART0000893,Cliente,C00001,4.00,500.00
45033,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,105.00
45034,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,115.00
45035,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,95.00
45036,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,85.00
45051,Consuntivo,Vendita,ART0000226,Cliente,C00026,6.00,1440.00
45054,Consuntivo,Vendita,ART0002502,Cliente,C00140,7.00,196.00
45055,Consuntivo,Vendita,ART0000795,Cliente,C00140,8.00,1880.00
45056,Consuntivo,Vendita,ART0000805,Cliente,C00140,1.00,490.00
45057,Consuntivo,Vendita,ART0002451,Cliente,C00140,1.00,271.40
45140,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,128.00
45141,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,128.00
45142,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,32.00
45168,Consuntivo,Vendita,ART0001214,Cliente,C00140,1.00,280.00
45192,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,350.00
45239,Consuntivo,Vendita,ART0005136,Cliente,C00015,40.00,22.00
45240,Consuntivo,Vendita,ART0005136,Cliente,C00015,102.00,56.10
45271,Consuntivo,Vendita,ART0000811,Cliente,C00140,4.00,3160.00
45272,Consuntivo,Vendita,ART0000811,Cliente,C00140,1.00,790.00
45337,Consuntivo,Vendita,ART0004711,Cliente,C00473,6.00,288.00
45338,Consuntivo,Vendita,ART0005136,Cliente,C00094,2.00,172.00
45351,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,60.00
45495,Consuntivo,Vendita,ART0002411,Cliente,C00140,4.00,260.00
45503,Consuntivo,Vendita,ART0000853,Cliente,C00140,5.00,1790.00
45504,Consuntivo,Vendita,ART0000853,Cliente,C00140,3.00,1074.00
45505,Consuntivo,Vendita,ART0000853,Cliente,C00140,5.00,1790.00
45506,Consuntivo,Vendita,ART0000853,Cliente,C00140,2.00,716.00
45507,Consuntivo,Vendita,ART0000853,Cliente,C00140,3.00,1074.00
45592,Consuntivo,Vendita,ART0005136,Cliente,C00353,10.00,260.00
45597,Consuntivo,Vendita,ART0005136,Cliente,C00003,1.00,295.00
45601,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,370.00
45607,Consuntivo,Vendita,ART0000129,Cliente,C00026,3.00,435.00
45681,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,350.00
45682,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,600.00
45725,Consuntivo,Vendita,ART0005136,Cliente,C00004,10.00,190.00
45726,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,38.00
45727,Consuntivo,Vendita,ART0005136,Cliente,C00004,9.00,171.00
45728,Consuntivo,Vendita,ART0005136,Cliente,C00004,3.00,57.00
45729,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,38.00
45730,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45731,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,38.00
45732,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45733,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45734,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45735,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45736,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45737,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,19.00
45738,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,76.00
45742,Consuntivo,Vendita,ART0000811,Cliente,C00140,1.00,790.00
45744,Consuntivo,Vendita,ART0002385,Cliente,C00140,6.00,234.00
45745,Consuntivo,Vendita,ART0002366,Cliente,C00140,4.00,294.40
45750,Consuntivo,Vendita,ART0001261,Cliente,C00140,5.00,60.00
45751,Consuntivo,Vendita,ART0001263,Cliente,C00140,5.00,65.00
45769,Consuntivo,Vendita,ART0001593,Cliente,C00140,4.00,40.00
45775,Consuntivo,Vendita,ART0003160,Cliente,C00140,1.00,95.00
45785,Consuntivo,Vendita,ART0002552,Cliente,C00140,1.00,32.20
45789,Consuntivo,Vendita,ART0005034,Cliente,C00471,1.00,35.00
45790,Consuntivo,Vendita,ART0005035,Cliente,C00471,1.00,58.00
45791,Consuntivo,Vendita,ART0005036,Cliente,C00471,6.00,228.00
45792,Consuntivo,Vendita,ART0005037,Cliente,C00471,6.00,192.00
45799,Consuntivo,Vendita,ART0002740,Cliente,C00140,20.00,500.00
45802,Consuntivo,Vendita,ART0000847,Cliente,C00140,4.00,1080.00
45803,Consuntivo,Vendita,ART0000847,Cliente,C00140,2.00,540.00
45970,Consuntivo,Vendita,ART0005136,Cliente,C00015,2.00,100.00
45971,Consuntivo,Vendita,ART0005136,Cliente,C00015,2.00,100.00
46109,Consuntivo,Vendita,ART0000783,Cliente,C00140,2.00,581.44
46110,Consuntivo,Vendita,ART0000756,Cliente,C00140,5.00,1450.00
46111,Consuntivo,Vendita,ART0000782,Cliente,C00140,2.00,590.00
46112,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
46113,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,2000.00
46117,Consuntivo,Vendita,ART0001659,Cliente,C00140,8.00,128.00
46123,Consuntivo,Vendita,ART0002173,Cliente,C00140,1.00,65.00
46127,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
46128,Consuntivo,Vendita,ART0002502,Cliente,C00140,7.00,196.00
46129,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
46134,Consuntivo,Vendita,ART0001612,Cliente,C00140,8.00,80.96
46158,Consuntivo,Vendita,ART0003099,Cliente,C00140,4.00,128.80
46165,Consuntivo,Vendita,ART0003099,Cliente,C00140,2.00,64.40
46169,Consuntivo,Vendita,ART0001185,Cliente,C00140,5.00,225.00
46170,Consuntivo,Vendita,ART0002109,Cliente,C00140,5.00,20.00
46197,Consuntivo,Vendita,ART0002173,Cliente,C00140,2.00,130.00
46198,Consuntivo,Vendita,ART0002173,Cliente,C00140,1.00,65.00
46212,Consuntivo,Vendita,ART0004169,Cliente,C00297,1.00,269.00
46222,Consuntivo,Vendita,ART0000848,Cliente,C00140,15.00,2700.00
46235,Consuntivo,Vendita,ART0001095,Cliente,C00471,1.00,0.00
46237,Consuntivo,Vendita,ART0001095,Cliente,C00471,1.00,0.00
46239,Consuntivo,Vendita,ART0001095,Cliente,C00471,1.00,70.00
46279,Consuntivo,Vendita,ART0001610,Cliente,C00140,8.00,103.04
46280,Consuntivo,Vendita,ART0002132,Cliente,C00140,2.00,136.00
46281,Consuntivo,Vendita,ART0002144,Cliente,C00140,2.00,136.00
46282,Consuntivo,Vendita,ART0002238,Cliente,C00140,2.00,70.00
