Nr. movimento,Budget/cons,Tipo movimento,Codice MP,Tipo origine,Nr articolo,Nr. documento,Quantità MP impiegata,Importo costo (TOTALE)
40000,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000783,ODP18-02618,5.00,12.50
40001,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000783,ODP18-02618,5.00,1.61
40002,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000783,ODP18-02618,15.00,43.13
40003,CONSUNTIVO,Consumo,ART0002504,Articolo,ART0000783,ODP18-02618,5.00,221.54
40004,CONSUNTIVO,Consumo,ART0001883,Articolo,ART0000847,ODP18-02618,10.00,1216.48
40005,CONSUNTIVO,Consumo,ART0001770,Articolo,ART0000847,ODP18-02618,20.00,1001.44
40006,CONSUNTIVO,Consumo,ART0003838,Articolo,ART0000847,ODP18-02618,100.00,149.53
40007,CONSUNTIVO,Consumo,ART0001424,Articolo,ART0000847,ODP18-02618,10.00,22.73
40008,CONSUNTIVO,Consumo,ART0001400,Articolo,ART0000847,ODP18-02618,10.00,22.06
40009,CONSUNTIVO,Consumo,ART0001401,Articolo,ART0000847,ODP18-02618,10.00,24.19
40010,CONSUNTIVO,Consumo,ART0005772,Articolo,ART0000847,ODP18-02618,10.00,1.05
40011,CONSUNTIVO,Consumo,ART0005736,Articolo,ART0002739,ODP18-02618,795.00,17.57
40012,CONSUNTIVO,Consumo,ART0005148,Articolo,ART0001786,ODP18-02618,885.00,101.93
40013,CONSUNTIVO,Consumo,ART0005479,Articolo,ART0002504,ODP18-02618,10.00,45.00
40016,CONSUNTIVO,Consumo,ART0005951,Articolo,ART0001770,ODP18-02618,2016.00,189.51
40020,CONSUNTIVO,Consumo,ART0001766,Articolo,ART0000825,ODP18-02691,1.00,101.31
40021,CONSUNTIVO,Consumo,ART0001920,Articolo,ART0000825,ODP18-02691,1.00,291.05
40022,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000825,ODP18-02691,3.00,8.61
40023,CONSUNTIVO,Consumo,ART0005147,Articolo,ART0001920,ODP18-02691,702.00,42.16
40034,CONSUNTIVO,Consumo,ART0005934,Articolo,ART0000227,ODP18-03045,13320.00,196.07
40092,CONSUNTIVO,Consumo,ART0005716,Articolo,ART0001427,ODP18-03468,176.00,0.26
40094,CONSUNTIVO,Consumo,ART0005426,Articolo,ART0002109,ODP18-03531,230.00,0.33
40107,CONSUNTIVO,Consumo,ART0006104,Articolo,ART0002498,ODP18-02562,2.00,13.00
40271,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0004202,ODP18-02171,1.00,0.00
40289,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002141,ODP18-02679,1.00,0.00
40290,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002142,ODP18-02679,2.00,0.00
40291,CONSUNTIVO,Consumo,ART0005674,Articolo,ART0002897,ODP18-02679,674.00,59.16
40450,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-04213,4.00,0.00
40465,CONSUNTIVO,Consumo,ART0005149,Articolo,ART0000765,ODP18-03605,1.00,0.00
40466,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000765,ODP18-03605,1.00,0.00
40467,CONSUNTIVO,Consumo,ART0005352,Articolo,ART0000765,ODP18-03605,1.00,186.00
40468,CONSUNTIVO,Consumo,ART0005353,Articolo,ART0000765,ODP18-03605,1.00,41.70
40469,CONSUNTIVO,Consumo,ART0005140,Articolo,ART0000765,ODP18-03605,3.00,5.18
40470,CONSUNTIVO,Consumo,ART0005151,Articolo,ART0000765,ODP18-03605,1.00,0.21
40471,CONSUNTIVO,Consumo,ART0001882,Articolo,ART0000849,ODP18-02983,2.00,287.09
40472,CONSUNTIVO,Consumo,ART0001777,Articolo,ART0000849,ODP18-02983,2.00,199.10
40473,CONSUNTIVO,Consumo,ART0001398,Articolo,ART0000849,ODP18-02983,2.00,10.00
40474,CONSUNTIVO,Consumo,ART0001399,Articolo,ART0000849,ODP18-02983,2.00,10.00
40475,CONSUNTIVO,Consumo,ART0005843,Articolo,ART0000849,ODP18-02983,4.00,0.00
40476,CONSUNTIVO,Consumo,ART0005226,Articolo,ART0000849,ODP18-02983,2.00,0.39
40477,CONSUNTIVO,Consumo,ART0002503,Articolo,ART0000849,ODP18-02983,2.00,91.67
40478,CONSUNTIVO,Consumo,ART0005824,Articolo,ART0001882,ODP18-02983,412.00,60.17
40479,CONSUNTIVO,Consumo,ART0005168,Articolo,ART0001777,ODP18-02983,228.00,20.75
40492,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-03136,2.00,196.14
40493,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-03136,2.00,110.13
40494,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-03136,2.00,4.00
40495,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-03136,2.00,5.00
40496,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-03136,4.00,11.50
40497,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-03136,2.00,0.64
40498,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-03136,2.00,38.99
40499,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-03136,8.00,0.21
40500,CONSUNTIVO,Consumo,ART0005142,Articolo,ART0002385,ODP18-03136,1500.00,100.64
40503,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-03352,1.00,0.00
40692,CONSUNTIVO,Consumo,ART0005224,Articolo,ART0002476,ODP18-03137,250.00,14.00
40697,CONSUNTIVO,Consumo,ART0005695,Articolo,ART0001590,ODP18-03146,2025.00,2.81
40698,CONSUNTIVO,Consumo,ART0005511,Articolo,ART0002530,ODP18-03146,7.00,117.60
40701,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0001520,ODP18-02960,9.00,0.00
40716,CONSUNTIVO,Consumo,ART0005186,Articolo,ART0001252,ODP18-03143,250.00,8.31
40717,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0001497,ODP18-03143,2.00,0.00
40718,CONSUNTIVO,Consumo,ART0005325,Articolo,ART0001653,ODP18-03143,1110.00,5.44
40719,CONSUNTIVO,Consumo,ART0005227,Articolo,ART0001739,ODP18-03143,201.00,34.49
40721,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002829,ODP18-03143,6.00,0.00
40722,CONSUNTIVO,Consumo,ART0005383,Articolo,ART0002918,ODP18-03143,30.00,17.75
40723,CONSUNTIVO,Consumo,ART0005468,Articolo,ART0002918,ODP18-03143,28.00,21.29
40724,CONSUNTIVO,Consumo,ART0005383,Articolo,ART0002919,ODP18-03143,27.00,15.97
40725,CONSUNTIVO,Consumo,ART0005468,Articolo,ART0002919,ODP18-03143,24.00,18.25
40728,CONSUNTIVO,Consumo,ART0005493,Articolo,ART0001264,ODP18-03239,301.00,0.81
40739,CONSUNTIVO,Consumo,ART0005323,Articolo,ART0002793,ODP18-02962,41.00,401.80
40758,CONSUNTIVO,Consumo,ART0006124,Articolo,ART0000227,ODP18-03741,15120.00,128.19
40760,CONSUNTIVO,Consumo,ART0005447,Articolo,ART0000129,ODP18-02172,6.00,258.00
40761,CONSUNTIVO,Consumo,ART0005224,Articolo,ART0000456,ODP18-02204,176.00,9.86
40882,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-04823,2.00,0.00
40885,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0005136,ODP18-04216,2.00,0.00
40886,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0000690,ODP18-03627,3.00,0.00
40891,CONSUNTIVO,Consumo,ART0005161,Articolo,ART0004410,ODP18-03627,272.00,43.13
40892,CONSUNTIVO,Consumo,ART0001829,Articolo,ART0000790,ODP18-03138,1.00,181.90
40893,CONSUNTIVO,Consumo,ART0001939,Articolo,ART0000790,ODP18-03138,1.00,243.86
40894,CONSUNTIVO,Consumo,ART0005137,Articolo,ART0000790,ODP18-03138,1.00,0.00
40895,CONSUNTIVO,Consumo,ART0005138,Articolo,ART0000790,ODP18-03138,1.00,0.00
40896,CONSUNTIVO,Consumo,ART0001987,Articolo,ART0000790,ODP18-03138,1.00,12.50
40897,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000790,ODP18-03138,5.00,14.38
40898,CONSUNTIVO,Consumo,ART0005487,Articolo,ART0000790,ODP18-03138,1.00,0.32
40899,CONSUNTIVO,Consumo,ART0005328,Articolo,ART0001829,ODP18-03138,364.00,64.50
40900,CONSUNTIVO,Consumo,ART0005488,Articolo,ART0001939,ODP18-03138,332.00,22.71
41018,CONSUNTIVO,Consumo,ART0001868,Articolo,ART0000748,ODP18-03096,40.00,811.05
41019,CONSUNTIVO,Consumo,ART0001756,Articolo,ART0000748,ODP18-03096,40.00,1022.33
41020,CONSUNTIVO,Consumo,ART0005432,Articolo,ART0000748,ODP18-03096,40.00,148.61
41021,CONSUNTIVO,Consumo,ART0005433,Articolo,ART0000748,ODP18-03096,40.00,39.59
41022,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000748,ODP18-03096,80.00,113.56
41023,CONSUNTIVO,Consumo,ART0005243,Articolo,ART0000748,ODP18-03096,40.00,4.48
41024,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000748,ODP18-03096,40.00,10.08
41025,CONSUNTIVO,Consumo,ART0005434,Articolo,ART0001868,ODP18-03096,8800.00,195.20
41029,CONSUNTIVO,Consumo,ART0005144,Articolo,ART0001441,ODP18-03259,32.00,24.89
41037,CONSUNTIVO,Consumo,ART0005231,Articolo,ART0002586,ODP18-03259,78.00,17.20
41039,CONSUNTIVO,Consumo,ART0005468,Articolo,ART0002978,ODP18-03259,28.00,21.29
41047,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-03608,2.00,196.14
41048,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-03608,2.00,113.36
41049,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-03608,2.00,4.00
41050,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-03608,2.00,5.00
41051,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-03608,4.00,11.50
41052,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-03608,2.00,0.64
41053,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-03608,2.00,38.99
41054,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-03608,8.00,0.21
41055,CONSUNTIVO,Consumo,ART0001898,Articolo,ART0000783,ODP18-03608,2.00,244.99
41056,CONSUNTIVO,Consumo,ART0001786,Articolo,ART0000783,ODP18-03608,2.00,96.56
41057,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000783,ODP18-03608,2.00,4.00
41058,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000783,ODP18-03608,2.00,5.00
41059,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000783,ODP18-03608,2.00,0.64
41060,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000783,ODP18-03608,6.00,17.25
41061,CONSUNTIVO,Consumo,ART0002504,Articolo,ART0000783,ODP18-03608,2.00,63.28
41062,CONSUNTIVO,Consumo,ART0005161,Articolo,ART0001898,ODP18-03608,1150.00,189.93
41135,CONSUNTIVO,Consumo,ART0005160,Articolo,ART0002141,ODP18-03350,64.00,15.61
41168,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-04909,1.00,0.00
41207,CONSUNTIVO,Consumo,ART0006140,Articolo,ART0003132,ODP18-04212,360.00,0.96
41288,CONSUNTIVO,Consumo,ART0005481,Articolo,ART0001733,ODP18-03139,15.00,123.00
41289,CONSUNTIVO,Consumo,ART0005186,Articolo,ART0001733,ODP18-03139,630.00,21.89
41290,CONSUNTIVO,Consumo,ART0005866,Articolo,ART0001733,ODP18-03139,390.00,0.00
41291,CONSUNTIVO,Consumo,ART0001074,Articolo,ART0002366,ODP18-03139,296.00,52.63
41302,CONSUNTIVO,Consumo,ART0006009,Articolo,ART0004946,ODP18-02062,1078.00,10.94
41646,CONSUNTIVO,Consumo,ART0005691,Articolo,ART0002360,ODP18-03499,2.00,26.00
41647,CONSUNTIVO,Consumo,ART0005635,Articolo,ART0002360,ODP18-03499,138.00,20.03
41659,CONSUNTIVO,Consumo,ART0005296,Articolo,ART0001610,ODP18-04052,980.00,0.42
41660,CONSUNTIVO,Consumo,ART0005736,Articolo,ART0002451,ODP18-04052,1132.00,25.02
41664,CONSUNTIVO,Consumo,ART0005577,Articolo,ART0001252,ODP18-03672,741.00,23.01
41677,CONSUNTIVO,Consumo,ART0005868,Articolo,ART0002224,ODP18-03824,272.00,41.26
41712,CONSUNTIVO,Consumo,ART0005666,Articolo,ART0005030,ODP18-02771,1.00,17.00
41713,CONSUNTIVO,Consumo,ART0006017,Articolo,ART0005030,ODP18-02771,806.00,84.63
41714,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0005030,ODP18-02771,1.00,0.00
41715,CONSUNTIVO,Consumo,ART0005154,Articolo,ART0000226,ODP18-02445,184.00,10.88
41716,CONSUNTIVO,Consumo,ART0005891,Articolo,ART0000226,ODP18-02445,1888.00,80.96
41717,CONSUNTIVO,Consumo,ART0005954,Articolo,ART0000308,ODP18-02445,25.00,132.50
41810,CONSUNTIVO,Consumo,ART0005875,Articolo,ART0004737,ODP18-02590,610.00,8.13
41826,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-05076,1.00,0.00
42056,CONSUNTIVO,Consumo,ART0005867,Articolo,ART0004889,ODP18-04217,62.00,569.97
42057,CONSUNTIVO,Consumo,ART0001082,Articolo,ART0004889,ODP18-04217,3351.00,100.34
42058,CONSUNTIVO,Consumo,ART0001921,Articolo,ART0000752,ODP18-02982,1.00,54.97
42059,CONSUNTIVO,Consumo,ART0001811,Articolo,ART0000752,ODP18-02982,1.00,90.39
42060,CONSUNTIVO,Consumo,ART0001409,Articolo,ART0000752,ODP18-02982,1.00,2.68
42061,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000752,ODP18-02982,2.00,2.79
42062,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000752,ODP18-02982,1.00,0.09
42063,CONSUNTIVO,Consumo,ART0005284,Articolo,ART0000752,ODP18-02982,1.00,0.00
42064,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000752,ODP18-02982,1.00,0.00
42067,CONSUNTIVO,Consumo,ART0005868,Articolo,ART0002224,ODP18-02619,272.00,41.26
42070,CONSUNTIVO,Consumo,ART0001921,Articolo,ART0000752,ODP18-03142,1.00,54.97
42071,CONSUNTIVO,Consumo,ART0001811,Articolo,ART0000752,ODP18-03142,1.00,90.39
42072,CONSUNTIVO,Consumo,ART0001409,Articolo,ART0000752,ODP18-03142,1.00,2.68
42073,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000752,ODP18-03142,2.00,2.79
42074,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000752,ODP18-03142,1.00,0.09
42075,CONSUNTIVO,Consumo,ART0005284,Articolo,ART0000752,ODP18-03142,1.00,0.00
42076,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000752,ODP18-03142,1.00,0.00
42077,CONSUNTIVO,Consumo,ART0001921,Articolo,ART0000752,ODP18-05097,2.00,109.94
42078,CONSUNTIVO,Consumo,ART0001811,Articolo,ART0000752,ODP18-05097,2.00,180.79
42079,CONSUNTIVO,Consumo,ART0001409,Articolo,ART0000752,ODP18-05097,2.00,5.35
42080,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000752,ODP18-05097,4.00,5.59
42081,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000752,ODP18-05097,2.00,0.17
42082,CONSUNTIVO,Consumo,ART0005284,Articolo,ART0000752,ODP18-05097,2.00,0.00
42083,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000752,ODP18-05097,2.00,0.00
42084,CONSUNTIVO,Consumo,ART0001776,Articolo,ART0000779,ODP18-05098,2.00,116.78
42085,CONSUNTIVO,Consumo,ART0001889,Articolo,ART0000779,ODP18-05098,2.00,270.90
42086,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000779,ODP18-05098,4.00,11.50
42087,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000779,ODP18-05098,2.00,0.64
42088,CONSUNTIVO,Consumo,ART0005137,Articolo,ART0000779,ODP18-05098,2.00,0.00
42089,CONSUNTIVO,Consumo,ART0005138,Articolo,ART0000779,ODP18-05098,2.00,0.00
42094,CONSUNTIVO,Consumo,ART0005789,Articolo,ART0002706,ODP18-04316,2.00,52.00
42095,CONSUNTIVO,Consumo,ART0005932,Articolo,ART0002707,ODP18-04316,2.00,46.00
42096,CONSUNTIVO,Consumo,ART0001908,Articolo,ART0000851,ODP18-04054,15.00,334.38
42097,CONSUNTIVO,Consumo,ART0001799,Articolo,ART0000851,ODP18-04054,15.00,811.69
42098,CONSUNTIVO,Consumo,ART0001406,Articolo,ART0000851,ODP18-04054,30.00,52.16
42099,CONSUNTIVO,Consumo,ART0005477,Articolo,ART0000851,ODP18-04054,15.00,1.29
42100,CONSUNTIVO,Consumo,ART0005478,Articolo,ART0000851,ODP18-04054,45.00,99.00
42105,CONSUNTIVO,Consumo,ART0005652,Articolo,ART0001908,ODP18-04054,3933.00,140.82
42113,CONSUNTIVO,Consumo,ART0005744,Articolo,ART0001261,ODP18-04294,444.00,0.45
42114,CONSUNTIVO,Consumo,ART0005247,Articolo,ART0001263,ODP18-04294,744.00,1.76
42117,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002598,ODP18-04294,3.00,0.00
42118,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002886,ODP18-04294,3.00,0.00
42125,CONSUNTIVO,Consumo,ART0005346,Articolo,ART0001520,ODP18-03943,133.00,32.48
42135,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-04369,1.00,98.07
42136,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-04369,1.00,56.68
42137,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-04369,1.00,2.00
42138,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-04369,1.00,2.50
42139,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-04369,2.00,5.75
42140,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-04369,1.00,0.32
42141,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-04369,1.00,19.49
42142,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-04369,4.00,0.11
42143,CONSUNTIVO,Consumo,ART0001942,Articolo,ART0000812,ODP18-04368,1.00,222.58
42144,CONSUNTIVO,Consumo,ART0001832,Articolo,ART0000812,ODP18-04368,1.00,151.64
42145,CONSUNTIVO,Consumo,ART0002020,Articolo,ART0000812,ODP18-04368,1.00,41.67
42146,CONSUNTIVO,Consumo,ART0002120,Articolo,ART0000812,ODP18-04368,1.00,4.17
42147,CONSUNTIVO,Consumo,ART0005669,Articolo,ART0000812,ODP18-04368,1.00,0.48
42148,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000812,ODP18-04368,5.00,14.35
42149,CONSUNTIVO,Consumo,ART0005261,Articolo,ART0000812,ODP18-04368,1.00,0.00
42150,CONSUNTIVO,Consumo,ART0005262,Articolo,ART0000812,ODP18-04368,1.00,0.00
42176,CONSUNTIVO,Consumo,ART0006172,Articolo,ART0004675,ODP18-02518,492.00,4.39
42299,CONSUNTIVO,Consumo,ART0005650,Articolo,ART0003105,ODP18-04219,222.00,1.01
42353,CONSUNTIVO,Consumo,ART0005383,Articolo,ART0002938,ODP18-04008,16.00,9.46
42354,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002949,ODP18-04008,1.00,0.00
42361,CONSUNTIVO,Consumo,ART0005296,Articolo,ART0001587,ODP18-04782,924.00,0.40
42367,CONSUNTIVO,Consumo,ART0005637,Articolo,ART0001149,ODP18-04317,1508.00,20.26
42368,CONSUNTIVO,Consumo,ART0001868,Articolo,ART0000748,ODP18-05151,20.00,535.63
42369,CONSUNTIVO,Consumo,ART0001756,Articolo,ART0000748,ODP18-05151,20.00,493.33
42370,CONSUNTIVO,Consumo,ART0005432,Articolo,ART0000748,ODP18-05151,20.00,73.15
42371,CONSUNTIVO,Consumo,ART0005433,Articolo,ART0000748,ODP18-05151,20.00,20.90
42372,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000748,ODP18-05151,40.00,55.86
42373,CONSUNTIVO,Consumo,ART0005243,Articolo,ART0000748,ODP18-05151,20.00,2.24
42374,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000748,ODP18-05151,20.00,5.04
42434,CONSUNTIVO,Consumo,ART0005712,Articolo,ART0005028,ODP18-04817,576.00,142.82
42474,CONSUNTIVO,Consumo,ART0005188,Articolo,ART0003642,ODP18-03283,2269.00,29.04
42475,CONSUNTIVO,Consumo,ART0005187,Articolo,ART0003609,ODP18-03283,504.00,292.63
42487,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-05216,20.00,0.00
42509,CONSUNTIVO,Consumo,ART0005263,Articolo,ART0001926,ODP18-03858,1017.00,117.45
42510,CONSUNTIVO,Consumo,ART0005214,Articolo,ART0001817,ODP18-03858,1288.00,207.95
42513,CONSUNTIVO,Consumo,ART0001841,Articolo,ART0000845,ODP18-03665,1.00,283.44
42514,CONSUNTIVO,Consumo,ART0001951,Articolo,ART0000845,ODP18-03665,1.00,589.79
42515,CONSUNTIVO,Consumo,ART0005406,Articolo,ART0000845,ODP18-03665,1.00,0.00
42516,CONSUNTIVO,Consumo,ART0005407,Articolo,ART0000845,ODP18-03665,1.00,0.00
42517,CONSUNTIVO,Consumo,ART0002015,Articolo,ART0000845,ODP18-03665,1.00,104.65
42518,CONSUNTIVO,Consumo,ART0002070,Articolo,ART0000845,ODP18-03665,1.00,187.90
42519,CONSUNTIVO,Consumo,ART0003833,Articolo,ART0000845,ODP18-03665,4.00,24.38
42520,CONSUNTIVO,Consumo,ART0005408,Articolo,ART0000845,ODP18-03665,1.00,32.60
42521,CONSUNTIVO,Consumo,ART0005491,Articolo,ART0001841,ODP18-03665,522.00,205.57
42522,CONSUNTIVO,Consumo,ART0006190,Articolo,ART0001951,ODP18-03665,2.00,14.00
42523,CONSUNTIVO,Consumo,ART0005161,Articolo,ART0001951,ODP18-03665,562.00,93.07
42524,CONSUNTIVO,Consumo,ART0005409,Articolo,ART0002015,ODP18-03665,36.00,12.20
42525,CONSUNTIVO,Consumo,ART0005232,Articolo,ART0002070,ODP18-03665,53.00,5.80
42534,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-05027,1.00,98.38
42535,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-05027,1.00,56.68
42536,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-05027,1.00,2.00
42537,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-05027,1.00,2.50
42538,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-05027,2.00,5.75
42539,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-05027,1.00,0.32
42540,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-05027,1.00,19.49
42541,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-05027,4.00,0.11
42542,CONSUNTIVO,Consumo,ART0005249,Articolo,ART0001895,ODP18-05027,602.00,44.16
42545,CONSUNTIVO,Consumo,ART0005479,Articolo,ART0001214,ODP18-04218,1.00,4.50
42546,CONSUNTIVO,Consumo,ART0005263,Articolo,ART0001214,ODP18-04218,140.00,16.17
42547,CONSUNTIVO,Consumo,ART0006191,Articolo,ART0002132,ODP18-04218,3.00,18.00
42548,CONSUNTIVO,Consumo,ART0006191,Articolo,ART0002144,ODP18-04218,3.00,18.00
42549,CONSUNTIVO,Consumo,ART0005263,Articolo,ART0002238,ODP18-04218,124.00,14.32
42551,CONSUNTIVO,Consumo,ART0005356,Articolo,ART0001628,ODP18-04833,402.00,0.65
42553,CONSUNTIVO,Consumo,ART0005472,Articolo,ART0002012,ODP18-04833,3.00,66.00
42554,CONSUNTIVO,Consumo,ART0005359,Articolo,ART0002274,ODP18-04833,238.00,95.87
42557,CONSUNTIVO,Consumo,ART0005236,Articolo,ART0003197,ODP18-04833,4.00,72.00
42662,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-05292,1.00,0.00
42691,CONSUNTIVO,Consumo,ART0005260,Articolo,ART0003935,ODP17-09586,660.00,335.74
42694,CONSUNTIVO,Consumo,ART0005275,Articolo,ART0004152,ODP17-09586,14000.00,133.00
42747,CONSUNTIVO,Consumo,ART0005664,Articolo,ART0005029,ODP18-04394,508.00,52.27
42748,CONSUNTIVO,Consumo,ART0005666,Articolo,ART0005029,ODP18-04394,1.00,17.00
42978,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-05158,8.00,0.00
42980,CONSUNTIVO,Consumo,ART0005589,Articolo,ART0000644,ODP18-04521,3780.00,144.21
42981,CONSUNTIVO,Consumo,ART0005374,Articolo,ART0004385,ODP18-04521,51.00,221.85
43110,CONSUNTIVO,Consumo,ART0006214,Articolo,ART0005136,ODP18-05204,10.00,0.00
43129,CONSUNTIVO,Consumo,ART0001891,Articolo,ART0000850,ODP18-03196,5.00,646.44
43130,CONSUNTIVO,Consumo,ART0001779,Articolo,ART0000850,ODP18-03196,5.00,204.60
43131,CONSUNTIVO,Consumo,ART0005222,Articolo,ART0000850,ODP18-03196,10.00,23.00
43132,CONSUNTIVO,Consumo,ART0001404,Articolo,ART0000850,ODP18-03196,10.00,16.67
43133,CONSUNTIVO,Consumo,ART0005223,Articolo,ART0000850,ODP18-03196,5.00,0.56
43134,CONSUNTIVO,Consumo,ART0005166,Articolo,ART0001180,ODP18-03196,1128.00,9.04
43135,CONSUNTIVO,Consumo,ART0005296,Articolo,ART0001566,ODP18-03196,2190.00,0.95
43137,CONSUNTIVO,Consumo,ART0005219,Articolo,ART0001891,ODP18-03196,902.00,12.15
43138,CONSUNTIVO,Consumo,ART0005224,Articolo,ART0001779,ODP18-03196,561.00,31.42
43148,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0005136,ODP18-05511,5.00,0.00
43275,CONSUNTIVO,Consumo,ART0005595,Articolo,ART0001162,ODP18-05310,200.00,131.26
43278,CONSUNTIVO,Consumo,ART0005825,Articolo,ART0001993,ODP18-05310,1.00,10.00
43279,CONSUNTIVO,Consumo,ART0005599,Articolo,ART0001994,ODP18-05310,10.00,96.00
43280,CONSUNTIVO,Consumo,ART0006001,Articolo,ART0002488,ODP18-05310,1.00,30.00
43283,CONSUNTIVO,Consumo,ART0005544,Articolo,ART0001265,ODP18-04819,450.00,420.25
43284,CONSUNTIVO,Consumo,ART0005545,Articolo,ART0001266,ODP18-04819,750.00,87.75
43285,CONSUNTIVO,Consumo,ART0005546,Articolo,ART0001515,ODP18-04819,1.00,25.00
43287,CONSUNTIVO,Consumo,ART0005548,Articolo,ART0001669,ODP18-04819,1280.00,4.00
43288,CONSUNTIVO,Consumo,ART0005505,Articolo,ART0001670,ODP18-04819,792.00,1.27
43289,CONSUNTIVO,Consumo,ART0006217,Articolo,ART0002017,ODP18-04819,1.00,29.00
43290,CONSUNTIVO,Consumo,ART0005550,Articolo,ART0002018,ODP18-04819,1.00,42.00
